Nomor Klasifikasi,Tanggal,Judul Buku,Kode Judul Buku,Kategori,Asal/Sumber,Kode Pengarang,Pengarang,Penerbit,Tahun Terbit,Jumlah Buku,Harga,Keterangan
300,2022-10-06,Panduan Menonton Televisi Untuk Anak-Anak,P,"Perdagangan, Komunikasi, Transport", - ,IRA,Yudi Irawan,PT Karya Kita,2006,8,0,Baik
600,2022-10-06,Sehat dengan Kacang Hijau,S,Kesejahteraan Rumah Tangga, - ,ROS,S. Rositawaty,CV Citra Praya,2006,6,0,Baik
700,2022-10-06,Kungfu (Wu-Shu),K,Seni Rekreasi dan Pertunjukan, - ,PUT,Adika Rohmat Putra,PT Indahjaya Adipratama,2017,3,0,Baik
600,2022-10-06,Mengenal Penyakit Kulit dan Cara Pencegahannya,M,Ilmu Kedokteran, - ,NOV,DIan Novitasari,PT Albama,2017,3,0,Baik
700,2022-10-06,Semangat Berolahraga,S,Seni Rekreasi dan Pertunjukan, - ,WIL,Wildan Rinanto dan Dicky Setiawan,PT Sarana Panca Karya Nusa,2017,3,0,Baik
600,2022-10-07,Waspada Bahaya Aids,W,Ilmu Kedokteran, - ,SET,Budi Setyo W,PT Musi Perkasa Utama,2017,3,0,Baik
700,2022-10-07,Olahraga Kegemaranku Atletik,O,Seni Rekreasi dan Pertunjukan, - ,MUK,Muklis,Intan Pariwara,2017,3,0,Baik
600,2022-10-07,Pertolongan Pertama Pada Kecelakaan,P,Ilmu Kedokteran, - ,LES,Sri Lestari,Sunda Kelapa Pustaka,2017,3,0,Baik
700,2022-10-07,Teori Bermain Catur,T,Seni Rekreasi dan Pertunjukan, - ,HAR,Drs. Undi Harun R,Adfale Prima Cipta,2008,3,0,Baik
700,2022-10-07,Renang Gaya Punggung,R,Seni Rekreasi dan Pertunjukan, - ,TRI,Triyani,Nobel Edumedia,2017,3,0,Baik
600,2022-10-07,Gigi Sehat Senyum pun Indah,G,Ilmu Kedokteran, - ,SET,Teguh Setiawan,PT Albama,2017,3,0,Baik
700,2022-10-07,Olahraga Kegemaranku Tenis Meja,O,Seni Rekreasi dan Pertunjukan, - ,MUK,Muklis,Intan Pariwara,2017,3,0,Baik
700,2022-10-07,Futsal,F,Seni Rekreasi dan Pertunjukan, - ,NAR,R Aulia Narti,PT Indahjaya Adipratama,2017,3,0,Baik
600,2022-10-07,Pola Hidup Sehat dalam Keluarga,P,Ilmu Kedokteran, - ,ISW,Iswanto,Sunda Kelapa Pustaka,2017,3,0,Baik
500,2022-10-07,"Seri Sain Dasar, Mengenal Kelembaman dan Gesekan",S,Fisika, - ,RAI,Raihan H,PT Albama,2017,2,0,Baik
300,2022-10-07,Narkoba Perlukah Mengenalnya,N,"Layanan Sosial, Asosiasi", - ,HAN,"Ida Listyarini Handoyo, S.Si, M.Si",PT Intan Sejati,2017,3,0,Baik
300,2022-10-07,Napza Perlukah Mengenalnya,N,Ilmu Kedokteran, - ,LIS,"Ida Listyarini Handoyo, S.Si, M.Si",PT Intan Sejati,2017,14,0,Baik
300,2022-10-07,Nar-Ko-Ba VS Narkoba,N,Ilmu Kedokteran, - ,TRIM,Bambang Trim,Azkapress,2006,14,0,Baik
300,2022-10-07,9 Cara Jodi Menolak Narkoba,9,Ilmu Kedokteran, - ,TRIM,Bambang Trim,Azkapress,2006,14,0,Baik
600,2022-10-07,Usaha Tani Pala,U,Pertanian, - ,RUK,"Ir. H. Rahmat Rukmana, M.Sc, M.M",CV Aneka Ilmu,2004,8,0,Baik
600,2022-10-07,Khasiat Kacang Gude,K,Pertanian, - ,VER,Nunung Dwi Verawati,PT Permata Equator Media,2017,3,0,Baik
600,2022-10-07,Kedelai Penyayang Tulang,K,Pertanian, - ,VER,Nunung Dwi Verawati,PT Permata Equator Media,2017,3,0,Baik
600,2022-10-07,Usaha Tani Jeruk Keprok,U,Pertanian, - ,RUK,"H. Rahmat Rukmana, M.Sc, M.M dan Hj. Yuyun Yuniarsih Oesman, S.P, M.M",Aneka Ilmu,2006,8,0,Baik
600,2022-10-07,Parkit Budidaya dan Penangkarannya,P,Pertanian, - ,SOE,Hardi Soenanto,Aneka Ilmu,2006,8,0,Baik
600,2022-10-07,Budidaya Tanaman Bawang Merah,B,Pertanian, - ,SUG,Sugiharto,Aneka Ilmu,2006,8,0,Baik
600,2022-10-07,Mengenal Buah-Buahan,M,Pertanian, - ,KUR,Irwan Kurniawan,Nuansa,2006,9,0,Baik
600,2022-10-07,Beternak Sapi Pedaging,B,Pertanian, - ,MAS,Mashudi,Azkapress,2006,7,0,Baik
600,2022-10-07,Teknik Mencangkok yang Mudah,T,Pertanian, - ,SUP,"Suparman, Ama.Pd",Azkapress,2006,7,0,Baik
600,2022-10-07,Tanaman Apotik Hidup,T,Pertanian, - ,SUG,Sugeng HR,Aneka,2006,7,0,Baik
600,2022-10-07,Budidaya Jahe dan Peluang Usaha,B,Pertanian, - ,SOE,Hardi Soenanto,Aneka Ilmu,2006,7,0,Baik
600,2022-10-07,Beternak Kerbau Potensi dan Analisis Usaha,B,Pertanian, - ,RUK,"Ir. H. Rahmat Rukmana, M.Sc, M.M",Aneka Ilmu,2006,7,0,Baik
600,2022-10-07,Beternak Ikan di Kolam,B,Pertanian, - ,SUG,Sugeng HR,Aneka Ilmu,2006,7,0,Baik
600,2022-10-07,Beternak Burung Puyuh dan Pemeliharaan Secara Modern,B,Pertanian, - ,DYA,"Wahjuning Dyah Evitadewi, dkk",Aneka Ilmu,2006,7,0,Baik
900,2022-10-07,Objek Wisata Provinsi Jawa Timur,O,Karya Umum, - ,KUR,Yodi Kurniadi,PT Sarana Panca Karya Nusa,2017,3,0,Baik
600,2022-10-07,Kiat Sukses Budidaya Palawija,K,Pertanian, - ,PRA,Pracaya dan P.C Kahono,PT Maraga Borneo Tarigas,2017,3,0,Baik
800,2022-10-07,Katak dan Keledai Serta Cerita Lainnya,K,Kesusasteraan Indonesia, - ,DJU,Didik Djunaedi,PT Gading Inti Prima,2017,3,0,Baik
800,2022-10-07,Kijang Betina dan Singa,K,Kesusasteraan Indonesia, - ,DJU,Didik Djunaedi,PT Gading Inti Prima,2017,3,0,Baik
600,2022-10-07,Budidaya Udang Galah,B,Pertanian, - ,POE,P.R Poerwantana,Azkapress,2006,7,0,Baik
700,2022-10-07,Seni Merangkai Janur,S,Menggambar dan Seni Dekorasi, - ,SCE,Anggoro Soeprapto,Aneka Ilmu,2006,8,0,Baik
500,2022-10-07,Seluk-Beluk Sains,S,Biografi, - ,KUR,Irwan Kurniawan,Nuansa,2006,6,0,Baik
600,2022-10-07,Aku Pandai Menanam Bawang Merah,A,Pertanian, - ,ROS,S. Rositawaty,PT Karya Kita,2006,7,0,Baik
300,2022-10-07,"Pakaian Adat, Senjata Tradisional, dan Rumah Adat (Provinsi Jawa Barat dan Provinsi jawa Timur)",P,Adat Istiadat dan Kebiasaan, - ,ANG,Wulan Anggraini dan Maya Rohmayati,PT Sarana Panca Karya Nusa,2017,3,0,Baik
600,2022-10-07,Budidaya Lebah Madu,B,Pertanian, - ,SAM,Ir. Budi Samadi,Aneka Ilmu,2006,7,0,Baik
700,2022-10-07,Membuat Mainan dari Lilin,M,Seni Plastik dan Seni Pahat Patung, - ,CBM,Tim CBM,CV Citra Praya,2006,5,0,Baik
300,2022-10-07,Adat Istiadat Masyarakat Nusa Tenggara Timur,A,Adat Istiadat dan Kebiasaan, - ,KUR,Yodi Kurniadi,PT Sarana Panca Karya Nusa,2006,5,0,Baik
300,2022-10-07,Mengelola Uang Saku,M,Ilmu Ekonomi, - ,HAD,Jocelyn Hadley-Buxton,PT Intan Sejati,2006,3,0,Baik
700,2022-10-07,Berkreasi dengan Cangkang Telur,B,Menggambar dan Seni Dekorasi, - ,CBM,Tim CBM,CV Karsa Mandiri,2006,6,0,Baik
600,2022-10-07,"Membuat Bakso Sendiri, Yuk!",M,Teknologi Kimia, - ,YUL,Yulia,Jasa Grafika Indonesia,2006,5,0,Baik
600,2022-10-07,Teori dan Praktek Cocok Tanam Tebu dengan Segala Masalahnya,T,Pertanian, - ,MUL,Wahyu Muljana,Aneka Ilmu,2006,7,0,Baik
100,2022-10-07,Budi Pekerti di Keluarga,B,Adat Istiadat dan Kebiasaan, - ,CBM,Tim CBM,CV Karya Mandiri Pratama,2006,2,0,Baik
600,2022-10-07,Kerupuk dari Nasi Aking (Gendar),K,Kesejahteraan Rumah Tangga, - ,PUR,Eko Purwaningsih,Azkapress,2006,8,0,Baik
400,2022-10-07,Gaya Bahasa dan Peribahasa dalam Bahasa Indonesia,G,Kumpulan Karya-Karya Umum, - ,TRI,Diah Erna Triningsih,Intan Pariwara,2017,3,0,Baik
800,2022-10-07,Teman dari Seberang,T,Kesusasteraan Indonesia, - ,NUG,Indah Nugrahaningsih,PT JePe Press Media Utama,2017,3,0,Baik
600,2022-10-07,Teknologi Budidaya Ayam Buras dan Itik,T,Pertanian, - ,IRI,Drs. Koes Irianto,CV P&G Kilat Jaya,2017,3,0,Baik
600,2022-10-07,Teknik Membuat Kompor,T,Ilmu Teknik, - ,AMI,Husna Amin,CV Sinar Cemerlang Abadi,2017,3,0,Baik
700,2022-10-07,Bermain Futsal,B,Seni Rekreasi dan Pertunjukan, - ,HAN,A Handoyo,Nobel Edumedia,2017,3,0,Baik
000,2022-10-07,Mengulas Novel Indonesia,M,Kumpulan Karya-Karya Umum, - ,DAR,Uti Darmawati,Intan Pariwara,2017,3,0,Baik
700,2022-10-07,Membuat Ukiran dari Bahan Gabus,M,Seni Plastik dan Seni Pahat Patung, - ,KIS,Edij Kismartanto,CV Pamularsih,2017,3,0,Baik
500,2022-10-07,Bencana Alam Geologi,B,Ilmu Pengetahuan tentang Bumi dan Dunia Lain, - ,SUS,P. Heru Susila,PT Pustaka Tiga Kelana,2017,3,0,Baik
800,2022-10-07,Kiat Menulis Karya Ilmiah,K,Kesusasteraan Indonesia, - ,TRI,Diah Erna Triningsih,Intan Pariwara,2017,3,0,Baik
800,2022-10-07,Namira Belajar Pantun,N,Kesusasteraan Indonesia, - ,LIN,Lea Lina,Sulthan Press,2017,3,0,Baik
700,2022-10-07,Langkah Menjadi Pemain Voli Hebat,L,Seni Rekreasi dan Pertunjukan, - ,SUG,"Drs. Sugiarto, M.M",PT Intan Sejati,2017,3,0,Baik
700,2022-10-07,Ayo Mengenal Capoeira,A,Seni Rekreasi dan Pertunjukan, - ,WIS,Hendra Wisesa,PT Glory Offset Press,2017,3,0,Baik
700,2022-10-07,Mahir Bermain Sepak Bola,M,Seni Rekreasi dan Pertunjukan, - ,SUG,"Drs. Sugiarto, M.M",PT Intan Sejati,2017,3,0,Baik
700,2022-10-07,Ayo Mengenal Kerajinan Nusantara,A,Menggambar dan Seni Dekorasi, - ,FIT,Rahmi Fitriani,PT Intan Sejati,2017,3,0,Baik
300,2022-10-07,Masyarakat: Sendi Dasar Kehidupan Berbangsa,M,Ilmu-Ilmu Sosial, - ,LAN,Vina Dwi Laning dan Endar Wismulyani,PT JePe Press Media Utama,2017,3,0,Baik
300,2022-10-07,Generasi Taat Hukum,G,Ilmu Hukum, - ,ASI,Nur Asiah,PT Glory Offset Press,2017,3,0,Baik
300,2022-10-07,Mengenal Pemerintahan Daerah,M,Administrasi Negara, - ,WID,"Widada, S.H",PT Maraga Borneo Tarigas,2017,3,0,Baik
900,2022-10-07,Peninggalan Sejarah di Indonesia,P,Sejarah Umum Asia, - ,DJA,Wahjudi Djaja,Cempaka Putih,2017,3,0,Baik
900,2022-10-07,Mengenal Situs Sangiran (Kehidupan Purba di Indonesia),M,Sejarah Dunia Purba, - ,DJA,Wahjudi Djaja,Cempaka Putih,2017,3,0,Baik
800,2022-10-07,Sultan Ageng Tirtayasa,S,Kesusasteraan Indonesia, - ,MUS,Ian Mustafa,PT Bintang Ilmu,2017,3,0,Baik
900,2022-10-07,Mengenal Antartika dan Arktika,M,Sejarah Umum Baguan Lain dari Bumi, - ,WIN,Winarti,Cempaka Putih,2017,3,0,Baik
600,2022-10-07,Mengenal Produk-Produk Hasil Perkawinan Silang,M,Ilmu-Ilmu tentang Kehidupan, - ,DWI,Kus Dwiyatmo B,PT Citra Aji Parama,2017,3,0,Baik
800,2022-10-07,Rahasia Putri Duyung,R,Kesusasteraan Indonesia, - ,FID,Fidelara,BSD MIPA,2008,3,0,Baik
500,2022-10-07,Menyelidiki Air dan Manfaatnya,M,Ilmu-Ilmu tentang Kehidupan, - ,KEM,Kemala Dewi,PT Musi Perkasa Utama,2017,3,0,Baik
500,2022-10-07,Jelajah Batuan dan Mineral,J,Geografi dan Kisah Perjalanan, - ,BRO,Cynthia Light Brown dan Nick Brown,Nomad Press,2014,3,0,Baik
800,2022-10-07,Pandai Berpidato,P,Kesusasteraan Indonesia, - ,NUG,Adrian R Nugraha,PT Gading Inti Prima,2017,3,0,Baik
500,2022-10-07,Prinsip dan Aplikasi Tekanan,P,Fisika, - ,MAH,Intan Mahanani,PT Intan Sejati,2017,3,0,Baik
300,2022-10-07,Budaya Dayak yang Ku Kenal,B,Ilmu-Ilmu Sosial, - ,FID,Fidelara,PT Armandelta Selaras,2010,3,0,Baik
300,2022-10-07,Budaya Betawi yang Ku Kenal,B,Ilmu-Ilmu Sosial, - ,FID,Fidelara,PT Armandelta Selaras,2010,3,0,Baik
800,2022-10-07,Jayengrana Perang Suksesi Jawa Ke-2,J,Kesusasteraan Indonesia, - ,MUS,Ian Mustafa,PT Bintang Ilmu,2017,3,0,Baik
300,2022-10-07,Pramuka Membentuk Karakter Generasi Muda,P,"Layanan Sosial, Asosiasi", - ,KAH,P.C Kahono,PT Puri Pustaka,2017,3,0,Baik
300,2022-10-07,Mengenal Bentuk-Bentuk Konservasi Alam,M,Pertanian, - ,WIN,Winarti,Cempaka Putih,2008,3,0,Baik
300,2022-10-07,Stop Mirasantika,S,"Layanan Sosial, Asosiasi", - ,WID,dr. Widharto,Sunda Kelapa Pustaka,2017,3,0,Baik
000,2022-10-07,Peribahasa Indonesia 2,P,Kumpulan Karya-Karya Umum, - ,PRA,"Giri Prastowo, S.Pd",PT Regia Jacatra,2017,3,0,Baik
000,2022-10-07,Peribahasa Indonesia 3,P,Kumpulan Karya-Karya Umum, - ,PRA,"Giri Prastowo, S.Pd",PT Regia Jacatra,2017,3,0,Baik
800,2022-10-07,Puisi Misterius dan Jejak Kaki Piko,P,Kesusasteraan Indonesia, - ,ACH,Achi TM,PT Regia Jacatra,2017,2,0,Baik
800,2022-10-07,Jemblung,J,Kesusasteraan Indonesia, - ,SUR,Heri Suritno,PT Wangsa Jatra Lestari,2013,3,0,Baik
800,2022-10-07,Sastrawan Angkatan 45,S,Kesusasteraan, - ,MAR,Agus Maryoto,PT Sindur Press,2017,3,0,Baik
700,2022-10-07,Mengenal Kesenian Nasional 6 Ondel- Ondel,M,Seni Rekreasi dan Pertunjukan, - ,KUS,Kustopo,PT Bengawan Ilmu,2017,3,0,Baik
600,2022-10-07,Tanaman Obat Tradisonal (Jilid I),T,Ilmu Kedokteran, - ,SOP,Sopandi,PT Sarana Panca Karya Nusa,2017,2,0,Baik
700,2022-10-07,Belajar dan Bermain Teater,B,Seni Rekreasi dan Pertunjukan, - ,PEA,Abizar PeA,PT JePe Press Media Utama,2017,3,0,Baik
700,2022-10-07,Wadah-Wadah Praktis,W,Menggambar dan Seni Dekorasi, - ,SHI,Bagas Shinugi,PT Glory Offset Press,2017,3,0,Baik
800,2022-10-07,Terampil Berbicara,T,Bahasa Indonesia, - ,KAR,Karsidi,PT Pustaka Sunda,2010,3,0,Baik
700,2022-10-07,Menggambarkan Langkah Demi Langkah,M,Menggambar dan Seni Dekorasi, - ,PAR,Muntoha,Intan Pariwara,2017,3,0,Baik
800,2022-10-07,Asyiknya Menulis Resensi,A,Kesusasteraan Indonesia, - ,LIN,Lea Lina,Nobel Edumedia,2017,3,0,Baik
500,2022-10-07,Tanaman,T,Ilmu-ilmu tentang Tumbuh-Tumbuhan, - ,HEW,Sally Hewitt,PT Gading Inti Prima,2017,3,0,Baik
500,2022-10-07,Pengetahuan tentang Satwa,P,Ilmu-Ilmu tentang Hewan, - ,YUS,Fauzi Yusuf,PT Graha Bandung Kencana,2017,3,0,Baik
800,2022-10-07,Apel Merah dan Sepatu Ajaib,A,Kesusasteraan Indonesia, - ,FIT,Erna Fitrini,PT Gading Inti Prima,2017,3,0,Baik
300,2022-10-07,Pencemaran Lingkungan,P,Ilmu Teknik, - ,HAR,Tri Haryanto,Cempaka Putih,2017,3,0,Baik
300,2022-10-07,Sejarah Hukum dan Konstitusi di Indonesia,S,Ilmu Hukum, - ,FID,Fidelara,PT Armandelta Selaras,2010,3,0,Baik
900,2022-10-07,Mengenal Pahlawan,M,Biografi, - ,AND,Devi Andriana,PT Mitra Aksara Panaitan,2017,3,0,Baik
300,2022-10-07,Generasi Peduli,G,Ilmu-Ilmu Sosial, - ,AVI,Lutfi Avianto,PT Bina Sarana Pustaka,2012,2,0,Baik
900,2022-10-07,Aku dan Mereka Untuk Indonesia,A,Geografi dan Sejarah, - ,REN,Reni,PT Pustaka Sunda,2011,3,0,Baik
900,2022-10-07,Aku Bangga Menjadi Bangsa Indonesia,A,Ilmu-Ilmu Sosial, - ,DJA,Wahjudi Djaja,Sunda Kelapa Pustaka,2010,2,0,Baik
300,2022-10-07,Transportasi di Indonesia,T,Ilmu Teknik, - ,WIS,Endar Wismulyani,Cempaka Putih,2008,2,0,Baik
300,2022-10-07,Musyawarah Untuk Mufakat,M,Ilmu-Ilmu Sosial, - ,SUP,Yudi Suparyanto,Cempaka Putih,2008,3,0,Baik
300,2022-10-07,Mengenal Kebinekaan Negeriku,M,Ilmu Politik, - ,ADN,Warsito Adnan,PT Dangiang Pustaka,2011,2,0,Baik
500,2022-10-07,Mengukur Bangun Datar Lingkaran,M,Matematika, - ,MIA,Mianto,Intan Pariwara,2017,3,0,Baik
500,2022-10-07,Asyiknya Mempelajari Bangun Datar Segitiga,A,Matematika, - ,AKS,Nur Aksin,Intan Pariwara,2017,3,0,Baik
300,2022-10-07,Waspadai Kekerasan di Sekitar Kita,W,"Layanan Sosial, Asosiasi", - ,PRA,"Tammi Prastowo, S.Sos",PT Maraga Borneo Tarigas,2017,3,0,Baik
500,2022-10-07,Bangun Datar dan Rumus-Rumusnya,B,Matematika, - ,SUC,"Imam Sujarwo, S.Si",PT JePe Press Media Utama,2011,3,0,Baik
000,2022-10-07,Menentukan Posisi dan Mengolah Data,M,Matematika, - ,PRI,Didik Djunaedi,PT Gading Inti Prima,2017,3,0,Baik
500,2022-10-07,Bencana Alam Hidrologi,B,Ilmu-Ilmu tentang Bumi dan Dunia Lain', - ,SUS,P Heru Susila,PT Pustaka Tiga Kelana,2009,3,0,Baik
600,2022-10-07,Membuat Pakaian Tidur dan Pakaian Anak,M,Kesejahteraan Rumah Tangga, - ,AFF,Lisyani Affandi,Azkapress,2006,4,0,Baik
700,2022-10-07,"Yuk, Berkreasi dengan Bungkus Kado Cantik",Y,Menggambar dan Seni Dekorasi, - ,KRIS,E Kristin SIregar,CV Jasa Grafika Indonesia,2006,6,0,Baik
000,2022-10-07,Dasar-Dasar Praktis Microsoft Excel,D,Karya Umum, - ,TIG,Yulia,Tiga Serangkai,2009,3,0,Baik
000,2022-10-07,Komputer Pertamaku,K,"Perdagangan, Komunikasi, Transport", - ,TRI,Bambang Trimansyah,Visindo Media Persada,2006,6,0,Baik
300,2022-10-10,Adat Istiadat Masyarakat Jawa Barat,A,Adat Istiadat dan Kebiasaan, - ,AST,Dewi Astuti dan Risma Rismawati,PT Sarana Panca Karya Nusa,2017,3,0,Baik
800,2022-10-10,Khazanah Sastra Melayu Klasik,K,Kesusasteraan Lain-Lain, - ,KOS,E Kosasih,Nobel Edumedia,2017,3,0,Baik
700,2022-10-10,Atletik Cabang Lempar,A,Seni Rekreasi dan Pertunjukan, - ,MUN,Munasifah,Aneka Ilmu,2008,3,0,Baik
500,2022-10-10,Belajar Sains Itu Menyenangkan,B,Ilmu-Ilmu Murni, - ,AND,"Andrian, S.T",Ganeca Exact,2006,6,0,Baik
800,2022-10-10,Apresiasi Sastra Indonesia,A,Kesusasteraan Indonesia, - ,KOS,E. Kosasih,Nobel Edumedia,2017,3,0,Baik
500,2022-10-10,Ringkasan Mudah Matematika,R,Matematika, - ,AIS,Iis Nur Aisyah,Media Pusindo,2017,3,0,Baik
000,2022-10-10,Terampil Berinternet,T,Ilmu Teknik, - ,ARI,Arief Kurniawan,PT Karya Kita,2006,5,0,Baik
300,2022-10-10,Mengenal Alat Komunikasi,M,"Perdagangan,Komunikasi,Transport", - ,KUR,Irwan Kurniawan,Yayasan Nuansa Cendekia,2006,8,0,Baik
500,2022-10-10,Matematika Di Sekitar Kita,M,Matematika, - ,SET,Idey Setiasih,Media Pusindo,2017,3,0,Baik
500,2022-10-10,Ada Apa Dibalik Lingkaran ?,A,Astronomi, - ,HAN,Munal Hani'ah,PT Intan Pariwara,2017,3,0,Baik
400,2022-10-10,Berkreasi Dengan Kalimat,B,Bahasa Indonesia, - ,HES,M.G. Hesti Puji Rastuti,PT Intan Pariwara,2009,3,0,Baik
600,2022-10-10,Servis,S,Teknologi ( Ilmu Terapan ), - ,VEB,Ado Vebriando,CV. Bimantara Aluuguda Sejahtera,2010,3,0,Baik
700,2022-10-10,Aneka Kreasi Membungkus Kado,A,Menggambar dan Seni Dekorasi, - ,LIP,Lip,Nobel Edumedia,2008,3,0,Baik
500,2022-10-10,26 Trik Cepat Perkalian,2,Matematika, - ,YUL,Harris Syamsi Yulianto,Media Pusindo,2010,3,0,Baik
800,2022-10-10,Buku Harian Dwi,B,Kesusasteraan Indonesia, - ,ART,"Nenden Rilla Artistiana,S.Sos",PT Sindua Press,2009,3,0,Baik
700,2022-10-10,Kerajinan Tripleks,K,Menggambar dan Seni Dekorasi, - ,SUK,Sukanto Sugeng HR,Aneka Ilmu,2006,6,0,Baik
700,2022-10-10,Kreasi Campuran Sabun dan Tepung,K,Seni Plastik dan Seni Pahat Patung, - ,DIM,Ahmad Dimyati,Karya Mandiri Pratama,2006,4,0,Baik
400,2022-10-10,Aku Menulis Catatan Harian,A,Bahasa, - ,CBM,Tim CBM,PT Karsa Mandiri,2006,6,0,Baik
600,2022-10-10,Membuat Akuarium Sederhana,M,Pertanian, - ,DJU,Djundjunan P.S,Visindo Media Persada,2006,8,0,Baik
600,2022-10-10,Masirnya Telur Asin,M,Kesejahteraan Rumah Tangga, - ,SUS,Daryo Susmanto,Jasa Grafika Indonesia,2006,6,0,Baik
500,2022-10-10,Penggali Mutiara Terpendam,P,Ilmu Ilmu Sosial, - ,BAH,Baharuddin,Ganeca Exact,2006,2,0,Baik
500,2022-10-10,Penggali Mutiara Terpendam,P,Ilmu Ilmu Sosial, - ,BAH,Baharuddin,Ganeca Exact,2006,4,0,Baik
600,2022-10-10,Bercocok Tanam Padi,B,Pertanian, - ,SUG,Sugeng HR,Aneka Ilmu,2006,8,0,Baik
600,2022-10-11,Budidaya Jamur,B,Ilmu-ilmu tentang Tumbuh-Tumbuhan, - ,PUR,Eko Purwaningsih,Azkapress,2006,8,0,Baik
600,2022-10-10,Mengenal Apotek Hidup,M,Pertanian, - ,NUG,Yogie Nugraha,Karya Mandiri Pratama,2006,6,0,Baik
600,2022-10-10,Dodol Buah Buatan Pak Dodi,D,Kesejahteraan Rumah Tangga, - ,IND,Epi Indriyani,Jasa Grafika Indonesia,2006,6,0,Baik
600,2022-10-10,Bercocok Tanam Cengkeh,B,Pertanian, - ,MUL,Wahju Muljana,Aneka Ilmu,1997,8,0,Baik
600,2022-10-10,Kelapa Yang Berguna,K,Kesejahteraan Rumah Tangga, - ,MUG,Yogie Nugraha,Nuansa Citra Grafika,2006,6,0,Baik
600,2022-10-10,Budi Daya Tanaman Anggrek,B,Pertanian, - ,ROC,"Siti Rochani, S.Pd.",Azkapress,2006,7,0,Baik
600,2022-10-10,Tanaman Buah Dalam Pot Sawo,T,Ilmu-ilmu tentang Tumbuh-Tumbuhan, - ,SAF,Dra. Yuyu Siti Safariyah,P & G Kilat Jaya,2017,3,0,Baik
600,2022-10-10,Mari Membuat Sabun Colek,M,Teknologi Kimia, - ,CBM,Tim CBM,PT Karya Kita,2006,6,0,Baik
600,2022-10-10,Budidaya dan Pengolahan Rumput Laut,B,Teknologi Kimia, - ,ABD,Adi Abdul Somad,Globalindo,2006,9,0,Baik
100,2022-10-10,Budi Pekerti Bertamu,B,Kesejahteraan Rumah Tangga, - ,MUR,Janu Murdiyatmoko,Karya Mandiri Pratama,2006,5,0,Baik
100,2022-10-10,Budi Pekerti di Kepada Guru,B,Kesejahteraan Rumah Tangga, - ,CBM,Tim CBM,Karya Mandiri Pratama,2006,3,0,Baik
300,2022-10-10,Biarkan Kami Bernyanyi,B,Adat Istiadat dan Kebiasaan, - ,RAM,Benny Ramdhani,Nuansa,2006,4,0,Baik
600,2022-10-10,Bagaimana Merawat Tubuh?,B,Ilmu Kedokteran, - ,CBM,Tim CBM,Citra Praya,2006,6,0,Baik
800,2022-10-10,Rara Si Docil,R,Ilmu Kedokteran, - ,AMB,Beni S. Ambarjaya,Karya Mandiri Pratama,2006,7,0,Baik
600,2022-10-10,Asyiknya Mengolah Mangga,A,Teknologi Kimia, - ,AST,R. Astiyarini U.,Nuansa Citra Grafika,2006,6,0,Baik
600,2022-10-10,Mengusir Demam Berdarah,M,Ilmu Kedokteran, - ,NUR,Nursisto,Tiga Serangkai,2006,4,0,Baik
600,2022-10-10,Budidaya Jamur,B,Pertanian, - ,SUK,Yuliadi Sukardi,Wacana Prima,2017,3,0,Baik
100,2022-10-10,Budi Pekerti Kepada Teman,B,Adat Istiadat dan Kebiasaan, - ,CBM,Tim CBM,Karya Mandiri Pratama,2006,4,0,Baik
600,2022-10-10,Bercocok Tanam Pepaya,B,Fisika, - ,MUL,Wahyu Muljana,Aneka Ilmu,2006,7,0,Baik
800,2022-10-10,Nasehat dan Amanat Ibu Kijang,N,Adat Istiadat dan Kebiasaan, - ,MUR,"Achmad Nurchamdi, S.Pt",Nuansa,2006,2,0,Baik
600,2022-10-11,"Mari, Mengolah Air Kotor Untuk Air Minum",M,Ilmu Teknik, - ,HAR,Anton Hartanto,Visindo Media Persada,2006,8,0,Baik
600,2022-10-11,Disiplin Menjaga Kesehatan,D,Ilmu Kedokteran, - ,IBN,Nasin Ibnu Suwardi dan Anno D. Sanjaya,Globalindo,2006,3,0,Baik
700,2022-10-11,Kerajinan Tenun di Indonesia,K,Menggambar dan Seni Dekorasi, - ,WIR,Danang B. Wirawan,PT Karya Kita,2006,5,0,Baik
600,2022-10-11,Flu Burung Terbang Terbitlah Bencana,F,Ilmu Kedokteran, - ,SET,Tanti Setiawati,CV Karya Mandiri Pratama,2006,6,0,Baik
700,2022-10-11,Mari Belajar Menyulam 1,M,Menggambar dan Seni Dekorasi, - ,SUP,Entin Suprihatin,CV Pamularsih,2017,3,0,Baik
700,2022-10-11,Kreasi Lilin Cetak Hias,K,Seni Plastik dan Seni Pahat Patung, - ,CBM,Tim CBM,Globalindo,2007,5,0,Baik
600,2022-10-11,Bagaimana Merawat Hidung?,B,Ilmu Kedokteran, - ,CBM,Tim CBM,CV Citra Praya,2006,6,0,Baik
900,2022-10-11,Objek Wisata Provinsi Nusa Tenggara Barat,O,Karya Umum, - ,ROH,Maya Rohmayati,PT Sarana Panca Karya Nusa,2017,3,0,Baik
600,2022-10-11,Teknik Budidaya dan Analisis Usaha Tani Selada,T,Pertanian, - ,CAH,Ir. Bambang Cahyono,Aneka Ilmu,2006,8,0,Baik
500,2022-10-11,Matematika Untuk Jual Beli,M,Matematika, - ,MUF,Mufliha,Media Pusindo,2010,3,0,Baik
