Nomor Klasifikasi,Tanggal,Judul Buku,Kode Judul Buku,Kategori,Asal/Sumber,Kode Pengarang,Pengarang,Penerbit,Tahun Terbit,Jumlah Buku,Harga,Keterangan
800,2022-11-22,Mainan dari Alam,M,Kesusasateraan Indonesia, - ,DIN,Dini W. Tamam,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Tolong Aku terjebak di dunia Monster,T,Kesusasateraan Indonesia, - ,TRI,Tria Ayu K,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Papipu dan Benih Terbang,P,Kesusasateraan Indonesia, - ,ZUL,Zulfa Adiputri,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Teman untuk Tetangga Baru,T,Kesusasateraan Indonesia, - ,HAS,Hasas Citra Adiningsih,Badan pengembangan dan Pembinaan Bahasa,2019,2,0,Baik
800,2022-11-22,Besesandingon,B,Kesusasateraan Indonesia, - ,EVI,Evi Indriani,Badan pengembangan dan Pembinaan Bahasa,2019,2,0,Baik
800,2022-11-22,Main apa Hari ini?,M,Kesusasateraan Indonesia, - ,BAR,Barbara Eni,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Kue Keranjang Mei Lan,K,Kesusasateraan Indonesia, - ,DWI,Dwi Oktarina,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Mato si Pohon Matoa,M,Kesusasateraan Indonesia, - ,WAT,Watiek Ideo,Badan pengembangan dan Pembinaan Bahasa,2019,2,0,Baik
800,2022-11-22,Kreasi Kardus Eli,K,Kesusasateraan Indonesia, - ,SHA,Sharon Lesman,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Terbang si Telok Abang,T,Kesusasateraan Indonesia, - ,YOV,Yovita Siswati,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Lomba tebak cepat,L,Kesusasateraan Indonesia, - ,DIA,Dian Sukma Kuswardhani,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Surat dari Kabror,S,Kesusasateraan Indonesia, - ,ENI,Eni Wulansari,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Rahasia Kotak Merah,R,Kesusasateraan Indonesia, - ,AGU,Agustina Dwi Rahayu,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Penabung Gong,P,Kesusasateraan Indonesia, - ,SAP,Saptorini,Badan pengembangan dan Pembinaan Bahasa,2021,2,0,Baik
800,2022-11-22,Rumah Baru Besudut,R,Kesusasateraan Indonesia, - ,RIN,Rini Febriani Hauri,Badan pengembangan dan Pembinaan Bahasa,2019,2,0,Baik
800,2022-11-22,Terdampar Di dunia Plastik,T,Kesusasateraan Indonesia, - ,SUK,Sukini,Badan pengembangan dan Pembinaan Bahasa,2019,2,0,Baik
800,2022-11-22,Film untuk Lala,F,Kesusasateraan Indonesia, - ,NOU,Nouf Zahrah Anastasia,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Rumah Dian Terang Sekali,R,Kesusasateraan Indonesia, - ,GUS,I Gusti Made Dwi Guna,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Kue Apam Danang,K,Kesusasateraan Indonesia, - ,ARI,Ariani Safitri,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Serunnya Bermain Api Jagau,S,Kesusasateraan Indonesia, - ,IRA,Ira Diana,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Ransel Ajaib Ana,R,Kesusasateraan Indonesia, - ,ANA,Ana Widiastuti,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Kanan Atau Kiri,K,Kesusasateraan Indonesia, - ,OKY,Oky E. Noorsari,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Ada Jejak di Kaki Ciremai,A,Kesusasateraan Indonesia, - ,WEN,Wenny Oktavia,Badan pengembangan dan Pembinaan Bahasa,2021,2,0,Baik
800,2022-11-22,Cerita Anak Teluk Youtefa,C,Kesusasateraan Indonesia, - ,FEB,Febyasti Davela Ramadini,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Cerita Dini,C,Kesusasateraan Indonesia, - ,DZU,Dzulqornain Ramadiansyah,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Mengukir Keindahan Lamin,M,Kesusasateraan Indonesia, - ,KIT,Kity Karenisa,Badan pengembangan dan Pembinaan Bahasa,2020,2,0,Baik
800,2022-11-22,Kutilang yang suka Bernyanyi,K,Kesusasateraan Indonesia, - ,KRI,Krispin Suherli,Badan pengembangan dan Pembinaan Bahasa,2019,2,0,Baik
800,2022-11-22,Rusaknya Suara Kodok,R,Kesusasateraan Indonesia, - ,GER,Gerry Olvina Faz,Badan pengembangan dan Pembinaan Bahasa,2019,2,0,Baik
800,2022-11-22,Gaga Gajah di Sekolah Baru,G,Kesusasateraan Indonesia, - ,SHI,Shinta Handini,Badan pengembangan dan Pembinaan Bahasa,2019,2,0,Baik
800,2022-11-22,Fao Si Pelompat Batu,F,Kesusasateraan Indonesia, - ,SAN,T. Sandi Situmorang,Badan pengembangan dan Pembinaan Bahasa,2019,2,0,Baik
800,2022-11-22,Salam Sawu,S,Kesusasateraan Indonesia, - ,WAT,Watiek Ideo,Badan pengembangan dan Pembinaan Bahasa,2019,2,0,Baik
800,2022-11-22,Suara Menyeramkan,S,Kesusasateraan Indonesia, - ,RUR,Ruri Irawati,Badan pengembangan dan Pembinaan Bahasa,2019,2,0,Baik
800,2022-11-22,Cerita dari Bawah laut,C,Kesusasateraan Indonesia, - ,FEL,Felishia,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Sedotan Mimpi,S,Kesusasateraan Indonesia, - ,IZZ,Izzah Annisa,Badan pengembangan dan Pembinaan Bahasa,2019,2,0,Baik
800,2022-11-22,Danis sang Pemenang,D,Kesusasateraan Indonesia, - ,MUH,Muhamad Sanjaya,Badan pengembangan dan Pembinaan Bahasa,2020,2,0,Baik
800,2022-11-22,Pangulima Laut,P,Kesusasateraan Indonesia, - ,SIT,S. R. H. Sitanggang,Badan pengembangan dan Pembinaan Bahasa,2017,2,0,Baik
800,2022-11-22,Misteri Petualangan Bispu Raja,M,Kesusasateraan Indonesia, - ,DWI,Rr. Dwiantari H.,Badan pengembangan dan Pembinaan Bahasa,2017,2,0,Baik
800,2022-11-22,Semoga Banjir Segera Berhenti,S,Kesusasateraan Indonesia, - ,TIA,Tias Tatanka,Badan pengembangan dan Pembinaan Bahasa,2019,2,0,Baik
800,2022-11-22,Makan Yuk!,M,Kesusasateraan Indonesia, - ,NUR,Nurani Widaningsih,Badan pengembangan dan Pembinaan Bahasa,2019,2,0,Baik
800,2022-11-22,Perkedel Ikan Bubuk,P,Kesusasateraan Indonesia, - ,SAB,Sabaniah,Yayasan Litara,2021,2,0,Baik
800,2022-11-22,Jeruk Sambas Maklong,J,Kesusasateraan Indonesia, - ,YEN,Yeni Yulianti,Badan pengembangan dan Pembinaan Bahasa,2021,2,0,Baik
800,2022-11-22,Mencari Lempesu,M,Kesusasateraan Indonesia, - ,URI,"Uring I,ing",Yayasan Litara,2021,2,0,Baik
800,2022-11-22,Lamang Persaudaraan,L,Kesusasateraan Indonesia, - ,LAV,Leveta Pamela Rianas,Badan pengembangan dan Pembinaan Bahasa,2020,2,0,Baik
800,2022-11-22,Layang-Layang Ilham,L,Kesusasateraan Indonesia, - ,DID,Didiek Hardadi BatuBara,Badan pengembangan dan Pembinaan Bahasa,2021,2,0,Baik
800,2022-11-22,Pejuangan Dari Palagan,P,Kesusasateraan Indonesia, - ,DEW,Dewi Nastiti L,Badan pengembangan dan Pembinaan Bahasa,2021,2,0,Baik
800,2022-11-22,Petualangan sangga,P,Kesusasateraan Indonesia, - ,MUH,Muhamad Sanjaya,Badan pengembangan dan Pembinaan Bahasa,2021,2,0,Baik
800,2022-11-22,Si Boke Rajin Membawa Berkah,S,Kesusasateraan Indonesia, - ,WEN,Wenny Oktavia,Badan pengembangan dan Pembinaan Bahasa,2021,2,0,Baik
800,2022-11-22,Topeng Kayu Sudar,T,Kesusasateraan Indonesia, - ,MUT,Mutiara,Badan pengembangan dan Pembinaan Bahasa,2020,2,0,Baik
800,2022-11-22,Memancing,M,Kesusasateraan Indonesia, - ,RAT,Ratna Candra Puspitasari,Yayasan Litara,2021,2,0,Baik
800,2022-11-22,Balas Budi Kupu-kupu Biru,B,Kesusasateraan Indonesia, - ,SAB,Sabir,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Mewarnai Wayang Untuk Bapak,M,Kesusasateraan Indonesia, - ,SAP,Saptorini,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Kuliner Indonesia Yang Mendunia,K,Kesusasateraan Indonesia, - ,SIT,Siti Maryam,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Lihat Rambutku,L,Kesusasateraan Indonesia, - ,ASD,Asdiana,Yayasan Litara,2021,2,0,Baik
800,2022-11-22,Udang Papai,U,Kesusasateraan Indonesia, - ,SIT,Siti Nasriah,Yayasan Litara,2020,2,0,Baik
800,2022-11-22,Sagu dari Seram,S,Kesusasateraan Indonesia, - ,NOR,Norrattri,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Si Lanang dan Punai Ajaib,S,Kesusasateraan Indonesia, - ,MUS,Mustakim,Badan pengembangan dan Pembinaan Bahasa,2017,2,0,Baik
800,2022-11-22,Putri Burung dan Uyem Gading,P,Kesusasateraan Indonesia, - ,NUR,Nurweni Saptawuryandari,Badan pengembangan dan Pembinaan Bahasa,2017,2,0,Baik
800,2022-11-22,Lamang Tapai Panganan Purba Minangkabau,L,Kesusasateraan Indonesia, - ,DIA,Dian Arsa,Badan pengembangan dan Pembinaan Bahasa,2017,2,0,Baik
800,2022-11-22,Dina Bisa Cerita,D,Kesusasateraan Indonesia, - ,TIK,Tika Kid,Badan pengembangan dan Pembinaan Bahasa,2019,2,0,Baik
800,2022-11-22,Bumi Ayo Bangun,B,Kesusasateraan Indonesia, - ,ASN,Asmani,Kemendikbud,2019,2,0,Baik
800,2022-11-22,"Ayo, Berangkat, Roli",A,Kesusasateraan Indonesia, - ,IRA,Irawati Suprata,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Batuan yang Menakjubkan,B,Kesusasateraan Indonesia, - ,HER,Heri Suritno,Badan pengembangan dan Pembinaan Bahasa,2019,2,0,Baik
800,2022-11-22,Perjuangan Mone,P,Kesusasateraan Indonesia, - ,WEN,Wena Wiraksih,Badan pengembangan dan Pembinaan Bahasa,2019,2,0,Baik
800,2022-11-22,Rancak Sakit,R,Kesusasateraan Indonesia, - ,AGN,Agnes Bemoe,Badan pengembangan dan Pembinaan Bahasa,2021,2,0,Baik
800,2022-11-22,Si Saloi,S,Kesusasateraan Indonesia, - ,LAV,Laveta Pamela,Badan pengembangan dan Pembinaan Bahasa,2021,2,0,Baik
800,2022-11-22,Ramuan Sehat Ala Lita dan Rasi,R,Kesusasateraan Indonesia, - ,FEB,Febyasti Davela Ramadini,Badan pengembangan dan Pembinaan Bahasa,2021,2,0,Baik
800,2022-11-22,Lepu pun Tersenyum,L,Kesusasateraan Indonesia, - ,SRI,Sri Wahyuni,Kemendikbud,2019,2,0,Baik
800,2022-11-22,Cempluk ingin Menari,C,Kesusasateraan Indonesia, - ,ERA,Erawati Heru Wardhani,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Orkes Kentongan,O,Kesusasateraan Indonesia, - ,FAH,Fahrudin,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Dongeng Untuk Santi,D,Kesusasateraan Indonesia, - ,IND,Indah Darmastuti,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,"Ssst, Jangan Bilang siapa siapa",S,Kesusasateraan Indonesia, - ,BEB,Beby Haryanti D,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Cerita Putri Gema,C,Kesusasateraan Indonesia, - ,HER,Hervianna Artha,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Penari Iraw,P,Kesusasateraan Indonesia, - ,BIR,Birrull Asrori,Yayasan Litara,2021,2,0,Baik
800,2022-11-22,Operasi Sampah di Taman,O,Kesusasateraan Indonesia, - ,AKR,Akromatul Khoiriyah,Kemendikbud,2019,2,0,Baik
800,2022-11-22,Panen Rotan,P,Kesusasateraan Indonesia, - ,HEP,Hepi,Yayasan Litara,2021,2,0,Baik
800,2022-11-22,Memata,M,Kesusasateraan Indonesia, - ,ZUL,Zulkarnaen,Yayasan Litara,2021,2,0,Baik
800,2022-11-22,Literasi Sang Nahkoda,L,Kesusasateraan Indonesia, - ,KIT,Kity Karenisa,Badan pengembangan dan Pembinaan Bahasa,2020,2,0,Baik
800,2022-11-22,Kitanan Galih dan Bagja,K,Kesusasateraan Indonesia, - ,DEW,Dewi Cholidatul,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Air Mata Hutan Kami,A,Kesusasateraan Indonesia, - ,MAR,Marlina,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Kisah Daun Mangga,K,Kesusasateraan Indonesia, - ,ERA,Erawati Heru Wardhani,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Cut Nyak Meutia Pahlawanku,C,Kesusasateraan Indonesia, - ,WEN,Wenny Oktavia,Badan pengembangan dan Pembinaan Bahasa,2021,2,0,Baik
800,2022-11-22,Memasang Bambu,M,Kesusasateraan Indonesia, - ,AFI,Afita Martalia Andrinas Putri,Yayasan Litara,2022,2,0,Baik
800,2022-11-22,Perahu Daun,P,Kesusasateraan Indonesia, - ,IWO,Iwok Abqary,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Batik Tambal Anom,B,Kesusasateraan Indonesia, - ,DEW,Dewi Nastiti L,Badan pengembangan dan Pembinaan Bahasa,2021,2,0,Baik
800,2022-11-22,Rumah Balon,R,Kesusasateraan Indonesia, - ,TEN,Tengku Syarfina,Badan pengembangan dan Pembinaan Bahasa,2021,2,0,Baik
800,2022-11-22,Kemal dan Jejak Tradisi yang Hilang,K,Kesusasateraan Indonesia, - ,MUT,Mutiara,Badan pengembangan dan Pembinaan Bahasa,2021,2,0,Baik
800,2022-11-22,Kawanku Anak Badui,K,Kesusasateraan Indonesia, - ,DZU,Dzulqornain Ramadiansyah,Badan pengembangan dan Pembinaan Bahasa,2021,2,0,Baik
800,2022-11-22,Sabai dan Aluih,S,Kesusasateraan Indonesia, - ,WEN,Wenny Oktavia,Badan pengembangan dan Pembinaan Bahasa,2021,2,0,Baik
800,2022-11-22,"Nuril, Si Anak Elang Penjelajah Nusantara",N,Kesusasateraan Indonesia, - ,DID,Didiek Hardadi BatuBara,Badan pengembangan dan Pembinaan Bahasa,2021,2,0,Baik
800,2022-11-22,Pinisi Nahkoda Baruna,P,Kesusasateraan Indonesia, - ,ARY,Ary Nilandari,Badan pengembangan dan Pembinaan Bahasa,2021,2,0,Baik
800,2022-11-22,Perahu Nenek Moyang,P,Kesusasateraan Indonesia, - ,SUK,Sukini,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Danau Laut Tador,D,Kesusasateraan Indonesia, - ,LAV,Laveta Pamela,Badan pengembangan dan Pembinaan Bahasa,2021,2,0,Baik
800,2022-11-22,Topi Jena,T,Kesusasateraan Indonesia, - ,LOB,Loba Jumidah Sriwaty,Yayasan Litara,2021,2,0,Baik
800,2022-11-22,"Olahraga, Yuk",O,Kesusasateraan Indonesia, - ,ASS,James Assah,Yayasan Litara,2020,2,0,Baik
800,2022-11-22,Resep Rahasia Mida,R,Kesusasateraan Indonesia, - ,FAJ,Fajriatun Nurhidayati,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Hijau Asmaraku,H,Kesusasateraan Indonesia, - ,TEG,Teguh Purwantari,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Addang dan Kapal Pinisi,A,Kesusasateraan Indonesia, - ,DID,Didiek Hardadi BatuBara,Badan pengembangan dan Pembinaan Bahasa,2021,2,0,Baik
800,2022-11-22,Tiwul Istimewa Nenek,T,Kesusasateraan Indonesia, - ,IND,Inah Julianti,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Bermain Tenda,B,Kesusasateraan Indonesia, - ,KEM,Kemendikud,Kemendikbud,2019,2,0,Baik
800,2022-11-22,Yang Ini Tidak Berbahaya,Y,Kesusasateraan Indonesia, - ,INA,Ina Inong,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Hilo dan Bakso,H,Kesusasateraan Indonesia, - ,IZZ,Izzah Annisa,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Kue Lapis Harimau,K,Kesusasateraan Indonesia, - ,SAL,Salma Intifada,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Es Pelangi,E,Kesusasateraan Indonesia, - ,NUR,Nur Santi Tiandini,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Kuki Bangun Pagi,K,Kesusasateraan Indonesia, - ,VER,Vera Safitri,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Bimo Senang Menggambar,B,Kesusasateraan Indonesia, - ,NUR,Nurhayati Pujiastuti,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Damar Kurung Persahabatan,D,Kesusasateraan Indonesia, - ,NIN,Nindya Maya,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Ada Apa Dibalik Hutan,A,Kesusasateraan Indonesia, - ,FEL,Felicia Siantidewi,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Misi Kirana dan Pasukan Pramuka,M,Kesusasateraan Indonesia, - ,TRI,Tria Ayu K,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,"Mama, Aku Bukan Dia",M,Kesusasateraan Indonesia, - ,HER,Herti Audrey Maulina,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Alina dan Irama Bambu,A,Kesusasateraan Indonesia, - ,OKY,Oky E. Noorsari,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Hana Lapar!,H,Kesusasateraan Indonesia, - ,NAI,Nairinaket,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Buah Untuk Ragaga,B,Kesusasateraan Indonesia, - ,IRA,Irawati Subrata,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,"Pipo, Truk Sampah Keren",P,Kesusasateraan Indonesia, - ,DEW,Dewi Cendika,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Candi dan Topeng Ireng,C,Kesusasateraan Indonesia, - ,SRI,Sri Handayaningsih,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Bekal Apa Hari Ini?,B,Kesusasateraan Indonesia, - ,VAL,Valentina Kris Utami,Badan pengembangan dan Pembinaan Bahasa,2021,2,0,Baik
800,2022-11-22,Nama Kain Nenek,N,Kesusasateraan Indonesia, - ,NUR,Nurul Comaria,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Daun-Daun Istimewa,D,Kesusasateraan Indonesia, - ,SAP,Saptorini,Badan pengembangan dan Pembinaan Bahasa,2021,2,0,Baik
800,2022-11-22,Panen Istimewa,P,Kesusasateraan Indonesia, - ,YOV,Yovita Siswati,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Banyu dan Manu,B,Kesusasateraan Indonesia, - ,WID,Widjati Hartiningtyas,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Mainan Untuk Hana,M,Kesusasateraan Indonesia, - ,YUN,Yuniar Khairani,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Nana dan Batu Kerikil,N,Kesusasateraan Indonesia, - ,UTA,Utari Ninghadiyati,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Satwa Misteri Ayah,S,Kesusasateraan Indonesia, - ,TYA,Tyas KW,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Sreeet,S,Kesusasateraan Indonesia, - ,ERM,Erna Fitrini,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Pemberian Pak Beruang,P,Kesusasateraan Indonesia, - ,ANA,Ana Falesthein Tahta Alfina,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Rumah Besar,R,Kesusasateraan Indonesia, - ,HEI,Heidy Kaeni,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Atu dan Sandal,A,Kesusasateraan Indonesia, - ,END,Endah Widyawati,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Sarang Semut,S,Kesusasateraan Indonesia, - ,FIT,Fitri Restiana,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Sepeda Untuk Salam,S,Kesusasateraan Indonesia, - ,RED,Redy Kuswanto,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Manik Untuk Menik,M,Kesusasateraan Indonesia, - ,DWI,Dwi Rahmawati,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Suweg Bulat-Bulat Lezat,S,Kesusasateraan Indonesia, - ,RED,Redy Kuswanto,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Tari Gantar Kebanggaanku,T,Kesusasateraan Indonesia, - ,HAN,Hanatri,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Ketika Gempa di Sekolah,K,Kesusasateraan Indonesia, - ,GUS,I Gusti Made Dwi Guna,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Ada Apa Sih? Ada Apa Sih?,A,Kesusasateraan Indonesia, - ,NAI,Nairinaket,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Bubur Bassang,B,Kesusasateraan Indonesia, - ,IZZ,Izzah Annisa,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Randi dan Hutan Bukit Gir,R,Kesusasateraan Indonesia, - ,DAW,Dawud Achroni,Badan pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
800,2022-11-22,Bayoi,B,Kesusasateraan Indonesia, - ,PUJ,Puji Lestari,Yayasan Litara,2021,2,0,Baik
800,2022-11-25,Bermain Teka-teki,B,Kesusasteraan Indonesia, - ,SAB,Sabir,Badan Pengembangan dan Pembinaan Bahasa,2022,2,0,Baik
